Patient Aadhar,Patient Name,Patient Age,Gender,Location,XOffset,YOffset,Choice,Endowment,Characteristic 1,Characteristic 2,Characteristic 3,Characteristic 4,Characteristic 5,Characteristic 6
682859490950,Divyanshi Mehta,14,F,Ayodhya,1.0038,-3.2985,4,86339,4,3,4,3,4,3
476800998261,Chamanlal Dengere,63,M,Jhansi,2.2575,-3.523,4,88033,3,2,3,4,3,4
977098944531,Mahua Upadhyay,25,F,Gonda,7.0323,-7.3284,2,48898,1,2,3,4,3,2
122639177970,Antara Singh,18,F,Gomatin R.,7.3511,-2.924,4,98097,1,2,3,4,3,2
391303824264,Jamal Biswa,27,M,Kannauj,-4.3394,-2.0149,2,30627,2,1,2,1,2,3
670596893912,Sonu Basu,44,F,Khurja,2.4736,2.4311,4,75612,4,3,4,3,4,3
609519608597,Vishakha Tyagi,15,F,Rohikhand,-6.2448,7.8387,3,62755,2,1,2,1,2,1
326624775848,Ishita Soni,32,F,Bansi,-2.0303,-6.0666,2,28828,4,3,2,3,4,3
736130652223,Chamanlal Singh,31,M,Etawah,3.0967,2.9921,2,44603,4,3,2,3,4,3
940624844572,Mona Patri,39,F,Sarila,-5.1028,2.4497,4,96588,4,3,4,3,4,3
168148994307,Rhitwik Dadwal,52,M,Agra,8.2187,2.4389,4,94580,2,3,4,3,4,3
959181751830,Amol Rathod,73,M,Vrindavan,-8.4466,-4.7549,1,6855,2,3,2,1,2,1
142850997520,Adesh Khan,22,M,Dalmau,-9.6755,6.4002,4,83771,1,2,3,2,1,2
837497282982,Ankit Saha,66,M,Akbarpur,-4.1097,6.6793,1,11319,3,2,1,2,1,2
611846950120,Pranshu Dwivedi,55,M,Sambhal,-7.1132,-4.7935,4,96603,3,4,3,2,1,2
377653710838,Ankita Mujumdar,65,F,Nihasan,-1.1667,4.0923,3,73666,4,3,2,3,2,1
434454662480,Janhavi Yadav,32,F,Machhlishahr,-5.6641,-0.3823,4,97503,4,3,4,3,2,3
172567185072,Mahua Singh,74,F,Mehndawal,8.9145,9.9173,4,89304,4,3,4,3,4,3
482604280948,Pranshu Vashishth,22,M,Mehndawal,1.262,1.3447,4,99193,3,4,3,2,1,2
278497255369,Dhriti Singh,26,F,Ghazipur,-9.4772,9.4668,2,36048,2,3,2,3,4,3
863666441306,Divyanshi Sinha,32,F,Pratapgarh,-1.4707,-1.8371,3,54390,2,3,4,3,4,3
227429515649,Ankita Dwivedi,17,F,Lakhimpur Kheri,-7.932,-5.8958,2,33242,4,3,4,3,2,3
277790434930,Amol Tomar,60,M,Nanpapa,3.9439,-4.1997,4,99643,3,2,1,2,1,2
917418856205,Aditya Bansari,13,M,Tanda,4.6956,-6.5019,1,21161,4,3,4,3,4,3
323751913777,Ishita Chauhan,21,F,Moradabad,8.5534,5.1009,2,47660,1,2,3,2,3,2
994560361620,Prakhar Dadwal,27,M,Saharanpur,-9.1573,7.122,2,31681,2,3,2,3,4,3
327849540149,Jamal Bansari,49,M,Kamasin,-0.4532,0.2175,3,71392,1,2,1,2,3,2
118900136035,Chamanlal Satpathy,18,M,Fatehgarh,-8.8018,2.0651,1,24818,1,2,1,2,3,2
689237651315,Mona Bharti,48,F,Faizabad,7.2342,8.8223,3,62333,4,3,4,3,2,1
575794409735,Khushi Dwivedi,23,F,Charkhari,9.7577,6.3135,1,22842,4,3,2,3,2,3
192324462225,Jaya Goswami,17,F,Kannauj,5.7679,8.3987,4,95812,3,4,3,4,3,4
765752130385,Parth Singh,74,M,Ahraura,-2.2011,3.9059,3,58211,1,2,3,2,3,4
441652928896,Antara Gupta,14,F,Fatehgarh,-6.271,2.0709,1,16537,3,4,3,2,3,4
290998150075,Divyanshi Chauhan,41,F,Shahjahanpur,9.8358,9.1936,1,18871,2,1,2,3,2,1
424074376156,Janvi Mujumdar,15,F,Deoband,-7.8453,-2.0267,3,68025,4,3,4,3,4,3
564844624380,Ankita Gupta,44,F,Dalmau,3.7751,-3.4985,4,87225,2,3,4,3,4,3
802812033296,Pulkit Khandoi,15,M,Shahjahanpur,-7.84,-8.5021,4,80764,4,3,4,3,4,3
567311642840,Divyanshi Basu,39,F,Kadaura,5.2513,-0.3416,2,35412,1,2,3,2,3,4
241327534020,Taarak Thakur,66,M,Muzaffarnagar,7.561,7.8034,3,59853,1,2,1,2,1,2
569709419903,Arpit Goyal,14,M,Mirzapur,8.6471,-8.8985,3,59365,2,1,2,3,2,3
878522555665,Vishakha Bharti,55,F,Meerut,4.5652,9.5769,3,61104,3,4,3,2,3,4
356861287742,Dhairay Mehtele,70,M,Agra,-7.0275,3.9652,3,53166,1,2,1,2,3,2
314667245241,Bikash Barai,55,M,Nagina,4.9371,9.3973,3,71635,3,2,3,4,3,4
610146888531,Sonu Goyal,46,F,Bansi,8.7571,0.1015,3,70538,2,3,2,1,2,3
191966410779,Ishita Thakur,41,F,Ballia,3.577,8.6334,2,31790,2,3,2,1,2,1
571354923024,Abhishek Shah,22,M,Kanpur Dehat,3.626,3.8322,1,11058,4,3,4,3,2,3
165868594414,Mona Lodhi,65,F,Sambhal,0.0794,-5.4298,2,32282,1,2,3,4,3,4
932684509183,Utkarsh Thakur,25,M,Farrukhabad,8.8014,-4.3451,4,85543,1,2,3,4,3,2
578661711791,Amol Gupta,19,M,Orai,-0.9051,1.5941,3,50092,3,2,1,2,1,2
821084987003,Prakhar Garg,66,M,Machhlishahr,8.9096,-4.0533,4,95011,3,4,3,4,3,4
367433482041,Jaya Saha,39,F,Padrauna,6.3188,-8.4122,3,61553,3,2,1,2,3,2
252634405112,Arpit Dwivedi,56,M,Agra,8.9862,-3.4365,1,20944,1,2,3,2,1,2
172062510239,Dhairay Singh,42,M,Machhlishahr,-9.0055,8.7912,4,86935,2,1,2,1,2,1
450868845702,Amol Khandoi,12,M,Bhadohi,-4.4693,-9.2362,4,91007,3,2,1,2,1,2
671501328812,Prakhar Barai,56,M,Mathura,-5.1769,-0.0148,4,82096,2,3,4,3,2,1
932992457286,Vishakha Thakur,60,F,Jhansi,-6.9498,-7.8966,2,37430,4,3,4,3,4,3
568179058700,Khushi Satpathy,59,F,Koil Aligarh,-7.6374,2.6591,2,48029,2,1,2,1,2,3
917094004688,Utkarsh Patri,29,M,Prayagraj,-9.3738,-6.2479,4,90522,4,3,4,3,2,3
250702864826,Janhavi Shukla,12,F,Mahoba,9.0745,0.7763,2,48264,2,1,2,1,2,1
616939378651,Ishita Yadav,34,F,Utaraula,8.4265,-8.1819,2,27170,3,4,3,4,3,4
945908416571,Antara Khandoi,33,F,Bareilly,-9.5242,-1.9881,1,5992,2,1,2,3,2,1
254749985763,Pulkit Bansari,75,M,Banda,5.8536,9.5709,4,97024,2,1,2,3,2,1
776349679511,Pravat Arora,66,M,Gorakhpur,-5.9,-1.3427,1,22055,1,2,3,4,3,4
306322145113,Nikita Dadwal,17,F,Deoria,-0.0317,-9.0532,4,98320,1,2,1,2,3,4
794919998047,Adesh Desai,60,M,Mughal Serai,-9.3556,-5.178,4,77953,4,3,2,1,2,1
769522508256,Prajjwal Kumar,66,M,Bahraich,1.3168,-3.5956,3,52744,1,2,3,4,3,2
530150996103,Dhairay Soni,28,M,Lucknow,-6.8239,-0.799,1,11909,3,4,3,2,1,2
468116704005,Jaya Basu,58,F,Ghaghara R.,-2.1153,-7.2669,3,67279,2,3,4,3,2,3
626489751656,Abhik Patri,41,M,Shahjahanpur,-5.528,2.0999,2,28955,4,3,2,3,2,1
476997733798,Ankit Bajpeyi,70,M,Gonda,6.1558,1.7188,1,23276,1,2,1,2,3,2
256798098207,Pranshu Rathod,71,M,Rohikhand,1.9861,0.2532,1,21461,3,2,1,2,1,2
544733857593,Utkarsh Yadav,43,M,Sidhauli,-8.0304,0.0244,1,6825,2,3,4,3,2,1
268082959276,Aman Satpathy,25,M,Belagunj,-9.3124,5.7589,4,95345,4,3,2,1,2,1
816854243667,Pulkit Upadhyay,44,M,Lakhimpur Kheri,8.6244,-0.1851,2,47245,1,2,3,2,1,2
694336726126,Nikita Desai,48,F,Lalitpur,-6.2663,6.9531,4,82414,3,4,3,2,1,2
112550744695,Pratik Dwivedi,26,M,Ghazipur,-6.9921,5.1076,2,43180,1,2,3,2,3,2
106253595763,Neema Dwivedi,66,F,Moradabad,-3.1378,-7.1024,4,84421,2,1,2,3,2,3
860119151991,Vishakha Mujumdar,27,F,Ayodhya,1.2452,1.2234,4,99641,3,4,3,4,3,2
413460031973,Aditya Arora,20,M,Kanpur Nagar,3.0279,4.0457,3,54747,1,2,3,2,1,2
919259812124,Monoj Rathod,29,M,Kamasin,-0.4631,-5.6513,3,61657,2,3,2,1,2,3
439877039933,Ankita Kumar,42,F,Ambedkar Nagar,-9.9445,6.6869,2,46528,3,2,1,2,1,2
395318278604,Prajjwal Patri,32,M,Sikandara,-4.2132,-1.9703,4,97056,2,1,2,3,2,3
938184427607,Pranshu Desai,64,M,Firozabad,3.3287,5.5329,2,30988,2,3,2,1,2,3
221013687125,Mahima Dengere,15,F,Ghazipur,-6.4192,-8.0781,4,87831,1,2,3,2,3,4
938600488582,Janvi Nigam,69,F,Bansi,0.5503,-5.5296,1,21321,2,1,2,3,4,3
900595717674,Ankit Mujumdar,21,M,Varuna,-0.3274,-5.3325,2,43921,3,4,3,4,3,4
867648153728,Rhitwik Upadhyay,17,M,Hamirpur,3.0953,-5.5828,4,84056,3,2,1,2,1,2
548497815198,Vishakha Sinha,63,F,Sambhal,-6.1679,8.6915,3,72857,4,3,2,3,4,3
176090611489,Abhik Koshta,36,M,Faizabad,6.7003,-1.8144,4,80820,4,3,4,3,4,3
607456689329,Sushma Tyagi,68,F,Kamasin,7.8661,4.2304,3,72458,1,2,1,2,1,2
514932526936,Aman Dwivedi,67,M,Mirzapur,-1.7277,0.9332,1,15175,2,1,2,3,2,1
923431219586,Neha Lodhi,14,F,Lucknow,0.5717,-2.3837,4,89003,3,2,1,2,3,4
932542513179,Rhitwik Bharti,47,M,Sidhauli,7.2937,-2.0182,1,18457,3,2,1,2,1,2
127964289325,Rhitwik Dengere,69,M,Rohikhand,4.6081,-3.3245,2,30946,4,3,2,1,2,1
610021237060,Dhriti Vashishth,64,F,Bansi,-3.5805,7.3501,3,70597,2,3,4,3,4,3
293901217691,Rhythm Bansari,12,M,Fatehgarh,1.3879,1.7501,3,69249,2,3,4,3,4,3
575353872375,Pravat Bharti,33,M,Bansi,-8.9171,1.9406,1,16750,3,4,3,4,3,4
368548141490,Mahua Dengere,68,F,Amethi,-2.9068,7.7639,2,34940,2,1,2,1,2,3
376331127094,Neema Nigam,62,F,Ayodhya,9.7013,0.1062,1,19119,3,2,3,4,3,4
396571501035,Bikash Mujumdar,31,M,Agra,8.6934,7.1998,2,35197,4,3,2,1,2,3
569566936437,Aryan Gupta,45,M,Kheri,-2.9238,-7.8944,4,97832,1,2,3,2,1,2
861602179171,Aryan Saha,59,M,Hapur,-4.3277,-9.0243,4,93740,4,3,2,1,2,1
586721934173,Ankit Sharma,39,M,Jalaun,-1.0743,-3.084,1,16600,2,3,4,3,2,3
885651963255,Neha Saha,45,F,Lucknow,3.7709,-9.1709,2,41554,4,3,4,3,4,3
799500976148,Adesh Garg,12,M,Ghaziabad,0.5127,2.7714,3,72103,4,3,4,3,2,1
356037916091,Abhishek Lodhi,35,M,Nihasan,-6.2974,-0.7558,2,35784,4,3,4,3,4,3
945692826943,Janhavi Bajpeyi,39,F,Sidhauli,6.9541,-2.2161,1,12237,4,3,2,1,2,3
727870802437,Prajjwal Rahi,72,M,Hamirpur,-3.0194,-6.0005,2,37151,2,3,4,3,4,3
284489978714,Rhythm Dwivedi,31,M,Mughal Serai,7.5598,-7.6957,1,10316,2,1,2,1,2,3
880335235421,Devraj Chauhan,15,M,Fatehgarh,-1.1684,3.2254,2,34233,2,3,4,3,2,1
286940388293,Vishakha Mehta,27,F,Hamirpur,2.9255,3.3598,1,9958,1,2,3,4,3,4
697395894721,Mahima Chauhan,22,F,Bansi,4.9651,-5.3174,2,43146,3,4,3,4,3,2
846078055833,Ashish Gupta,32,M,Kannauj,4.1113,-5.875,2,42779,3,4,3,2,3,4
556227125605,Pulkit Bharti,48,M,Prayagraj,2.9798,-0.335,3,73162,2,3,2,1,2,3
176752399159,Antara Mahajan,21,F,Orai,6.3105,0.0931,4,82558,2,1,2,1,2,1
739338443502,Pratik Shah,13,M,Nanpapa,-0.5859,3.1087,4,90583,4,3,4,3,2,1
436983648812,Jaya Lodhi,30,F,Machhlishahr,9.0069,4.6869,1,9414,2,3,2,3,4,3
788532325270,Devraj Khandoi,43,M,Bansi,-7.7784,6.4387,1,15924,3,4,3,4,3,4
296449877426,Abhishek Koshta,47,M,Etawah,-0.9635,1.1351,3,70614,3,4,3,2,3,4
255572717572,Amol Patri,74,M,Sidhauli,9.9055,-3.5308,3,50441,2,3,2,3,2,1
145053324241,Rhitwik Mehta,21,M,Bansi,-4.1322,1.282,3,62637,3,4,3,4,3,4
854128811896,Monoj Bharti,12,M,Khurja,7.0117,-1.1205,4,95174,1,2,1,2,1,2
594510551575,Neema Upadhyay,72,F,Lalitpur,0.4596,7.1398,1,16969,1,2,1,2,1,2
357373306378,Ankit Arora,39,M,Jalaun,-6.2678,2.6912,4,94626,4,3,4,3,4,3
322741018605,Janvi Kumar,71,F,Faizabad,-9.7991,9.7597,4,95664,3,2,3,4,3,4
696188815775,Neha Koshta,43,F,Koil Aligarh,9.4887,8.1334,4,85231,3,2,3,2,1,2
389037462753,Ankita Tomar,75,F,Varuna,-4.2898,-6.2863,3,56841,3,2,1,2,1,2
855639516734,Monoj Basu,28,M,Deoria,-8.6758,0.0849,4,79322,2,1,2,1,2,3
132565602943,Neha Khandoi,54,F,Jhansi,-0.1229,5.7643,2,35485,4,3,4,3,2,1
663392086146,Neema Soni,16,F,Pillbhit,-6.0816,-7.3998,3,64379,4,3,2,3,4,3
172566472188,Khushi Tomar,21,F,Kamasin,-0.7942,-0.1712,1,7273,2,3,2,3,4,3
672893198702,Monoj Biswa,12,M,Saharanpur,-8.2363,-7.0645,1,16539,1,2,1,2,3,2
831087290359,Bikash Yadav,67,M,Bansi,9.3111,-9.046,1,7478,4,3,4,3,2,1
556254456431,Ishita Shukla,47,F,Nihasan,-5.5215,9.5494,4,88892,1,2,3,4,3,4
935105208600,Adesh Rahi,14,M,Kanpur,-7.1169,-5.4505,2,33880,3,4,3,2,3,2
559500377254,Antara Upadhyay,46,F,Varanasi,7.0451,8.1856,3,67476,1,2,3,2,3,2
503831304527,Ishita Samota,35,F,Kamasin,0.7585,-9.1329,1,15996,2,1,2,3,4,3
516257762950,Aryan Chauhan,48,M,Machhlishahr,1.8466,-5.8171,2,33205,3,2,1,2,3,4
902375111833,Rhitwik Dwivedi,36,M,Jaunpur,0.7031,0.8045,3,68740,4,3,2,3,2,3
967217362574,Vishakha Saha,59,F,Kanpur Nagar,4.5719,2.4996,4,90733,2,3,2,1,2,3
408614769749,Parth Sinha,52,M,Kannauj,-7.7585,7.9919,1,10214,2,1,2,1,2,3
471132718697,Divyanshi Khan,51,F,Mainpuri,-5.3787,6.7804,3,56990,2,3,2,1,2,1
788011068737,Divyanshi Rathod,12,F,Ghaziabad,0.2389,4.6642,2,47493,4,3,2,3,4,3
198983881395,Adesh Shah,33,M,Koil Aligarh,-1.3493,8.5079,1,22214,3,2,1,2,3,2
934406471522,Arpit Bansari,56,M,Prayagraj,-6.4678,-1.5215,2,32322,2,3,2,3,2,1
805092086916,Dhairay Shah,15,M,Ayodhya,2.2239,5.8477,1,10019,4,3,2,3,4,3
918328039031,Pranshu Goswami,57,M,Hathras,8.9821,6.3167,3,64498,3,4,3,4,3,4
486372791033,Utkarsh Rathod,71,M,Unnao,8.5169,-1.6846,4,90165,3,4,3,2,1,2
929582895685,Abhishek Kolte,71,M,Deoband,3.8104,-7.1354,3,55401,3,4,3,2,3,2
638251249481,Utkarsh Dwivedi,21,M,Tanda,-6.7854,-8.6645,4,80958,4,3,2,3,2,3
185512432935,Ameya Sharma,74,M,Charkhari,4.4443,-0.2697,1,10749,2,3,4,3,2,1
444210756344,Janvi Mehta,69,F,Tanda,-7.4526,-1.9104,1,19242,1,2,3,2,1,2
520083283570,Pulkit Gupta,55,M,Bareilly,7.5602,-1.5678,2,31490,2,1,2,1,2,1
894525115330,Jamal Tyagi,18,M,Gomatin R.,-0.1572,-4.1031,1,19659,2,3,4,3,2,3
354223869605,Sonu Bajpeyi,73,F,Ghaghara R.,3.4212,-1.7314,3,61820,3,4,3,4,3,4
392118111155,Neema Goswami,22,F,Machhlishahr,-7.5517,-1.3797,3,59140,1,2,3,4,3,4
926812429885,Devraj Garg,53,M,Uska,2.0662,-2.9945,1,17395,2,3,2,1,2,3
809201661015,Jamal Basu,21,M,Belagunj,9.4014,-9.9169,1,22241,1,2,3,4,3,2
204781386830,Mahima Goyal,17,F,Gorakhpur,4.2352,-7.0351,1,15805,3,4,3,4,3,2
262831961753,Mona Basu,40,F,Etah,-2.5922,3.9512,4,79402,4,3,2,1,2,3
653409306766,Taarak Kumar,48,M,Rampur,9.7198,-5.3889,3,68164,3,2,1,2,3,2
282411462299,Pratik Kumar,48,M,Shahjahanpur,-9.998,8.7482,1,19258,2,1,2,3,2,3
350530280515,Abhik Yadav,28,M,Ghaziabad,5.6571,3.282,1,13875,4,3,4,3,4,3
979966373089,Jaya Gupta,34,F,Shahjahanpur,6.7068,1.9436,3,57371,2,1,2,3,4,3
145809115728,Prakhar Bharti,22,M,Chandauli,6.769,4.7828,2,30842,4,3,4,3,4,3
637475128114,Pulkit Thakur,64,M,Ambedkar Nagar,0.1641,-4.4296,2,30300,2,3,2,1,2,1
758235578282,Utkarsh Chauhan,60,M,Jalalpur,-3.4995,6.7813,3,52749,2,3,4,3,4,3
522064778549,Rhitwik Bajpeyi,67,M,Banda,4.2461,1.9155,4,85269,1,2,3,2,1,2
647639376365,Prajjwal Garg,70,M,Basti,1.6856,5.9662,4,98851,3,2,3,4,3,4
250752103874,Sushma Soni,73,F,Kheri,4.7049,-3.0494,4,76847,3,4,3,2,1,2
474690803159,Aditya Dengere,46,M,Shahjahanpur,-5.5549,-7.7671,2,39382,4,3,2,1,2,1
700758816940,Neema Basu,46,F,Jhansi,8.806,-3.6492,4,82108,2,3,2,3,4,3
300239567591,Neema Patri,53,F,Amroha,4.108,-4.766,1,17440,4,3,4,3,4,3
827837876484,Rhitwik Mahajan,69,M,Bahraich,4.2657,2.6093,4,90200,4,3,2,3,2,1
234679342976,Monoj Mehta,64,M,Deoria,9.191,8.0408,3,74923,1,2,3,4,3,2
482599536107,Aditya Shyamlal,62,M,Bansi,3.0104,1.7316,3,60757,4,3,4,3,4,3
248410001408,Taarak Chauhan,70,M,Chandausi,6.7559,-5.4848,4,98471,3,2,3,2,1,2
689751054259,Aditya Rahi,19,M,Budaun,-6.2661,2.0804,3,60095,4,3,2,3,2,1
988113306367,Utkarsh Garg,50,M,Chandauli,-1.5382,-8.7406,2,37410,3,2,1,2,3,4
335573501262,Ankita Koshta,55,F,Rae Bareli,-6.0786,-8.4545,1,15478,4,3,4,3,4,3
639497220798,Ashish Chauhan,14,M,Firozabad,-8.3168,5.2477,2,48143,2,3,2,1,2,1
678009980805,Mahua Shah,70,F,Mathura,-5.9491,-1.7734,3,61784,2,1,2,3,2,3
265227782514,Khushi Koshta,21,F,Barhaj,4.3273,-1.6252,1,23924,2,3,4,3,4,3
711438439823,Abhik Saha,13,M,Bindki,4.6824,-1.5594,1,21740,1,2,1,2,3,4
704221446599,Parth Samota,40,M,Ballia,7.5668,2.6739,2,31835,3,2,3,4,3,4
914730340916,Mona Tomar,38,F,Fatehpur,-5.1162,0.4361,2,37713,4,3,4,3,2,3
683829410571,Utkarsh Desai,37,M,Lalitpur,4.072,5.8289,2,47762,4,3,2,3,4,3
498809669890,Adesh Mujumdar,29,M,Ayodhya,7.5191,3.8227,2,43872,3,4,3,4,3,4
474981145551,Ameya Arora,42,M,Banda,0.485,-2.6616,3,67045,4,3,2,1,2,3
196078698995,Khushi Patri,47,F,Varuna,6.4654,7.9734,4,86309,3,2,3,4,3,2
868472394435,Vishakha Mahajan,43,F,Ghatampur,9.775,-7.328,4,87321,3,4,3,2,3,2
615457291377,Neha Basu,56,F,Aligarh,-1.5052,-4.7906,1,15371,2,3,4,3,2,3
998472968923,Janvi Khandoi,26,F,Kheri,-0.7597,9.7184,3,52457,2,3,4,3,2,1
690996182475,Janhavi Gupta,65,F,Bijnor,6.9684,-7.3754,4,98784,2,3,4,3,2,3
245570689835,Parth Rathod,39,M,Meerut,1.7514,9.1614,1,18484,2,1,2,1,2,1
357126003948,Rhitwik Sharma,34,M,Ballia,8.7864,-7.7358,3,60648,4,3,2,1,2,1
342094866657,Jamal Soni,30,M,Jalaun,-1.5967,9.7871,3,51828,3,2,3,2,1,2
249394198073,Amol Nigam,63,M,Muzaffarnagar,-6.516,1.933,1,8882,4,3,2,3,4,3
816801167391,Vishakha Koshta,59,F,Charkhari,9.2422,-9.385,1,11167,3,4,3,2,3,2
838120412662,Monoj Mahajan,65,M,Mehndawal,-1.3096,0.9171,2,29826,2,1,2,1,2,1
480663067465,Mahua Samota,45,F,Moradabad,7.7403,6.8872,1,20193,4,3,2,3,2,3
665413794765,Adesh Saha,41,M,Ayodhya,-8.2198,-4.7602,2,36433,3,2,1,2,3,2
990223283701,Khushi Sharma,53,F,Hapur,-0.1845,3.6722,4,99746,2,3,2,3,4,3
880722140010,Ameya Sinha,72,M,Shahabad,-4.0079,-1.3766,1,21655,3,4,3,2,3,2
409823086626,Devraj Khan,34,M,Rampur,8.444,7.3473,3,67983,1,2,1,2,1,2
489601393357,Sushma Goswami,16,F,Kadaura,1.0645,5.3609,2,36554,3,4,3,2,3,4
814595670358,Mahima Patri,43,F,Jhansi,-4.5741,-2.7982,3,59467,4,3,4,3,4,3
967841788496,Sonu Kolte,47,F,Varanasi,-6.2955,-9.2976,3,54162,2,1,2,3,2,1
688154436032,Khushi Shukla,47,F,Padrauna,9.3093,-6.4066,4,82843,2,3,2,3,2,1
609141762718,Mahima Thakur,31,F,Amroha,-6.9019,3.8752,4,90920,3,2,3,2,1,2
753436002728,Jaya Tyagi,53,F,Sarila,-5.5696,9.7509,3,57588,4,3,2,3,4,3
505368621021,Janhavi Desai,36,F,Phulpur,-9.5074,-8.5174,4,80851,3,4,3,2,1,2
221650464665,Chamanlal Mahajan,34,M,Sultanpur,-5.7462,2.0288,4,81069,4,3,2,3,4,3
291171272261,Janhavi Dwivedi,17,F,Rae Bareli,5.5105,8.3722,2,41223,3,2,1,2,3,2
664809842860,Ishita Nigam,75,F,Azamgarh,-0.4372,-8.2764,4,93906,3,2,1,2,3,4
559244954885,Utkarsh Kumar,58,M,Mau,0.6785,-9.14,3,52340,4,3,4,3,2,3
852160756709,Neema Chauhan,27,F,Azamgarh,-9.2807,-4.2845,4,85025,3,4,3,4,3,2
635615214290,Antara Nigam,60,F,Mehndawal,1.4267,-7.8439,1,16170,2,1,2,3,2,3
678631556767,Abhishek Bansari,18,M,Budaun,-7.9998,4.9601,2,32312,4,3,2,1,2,1
168082046083,Amol Saha,19,M,Kannauj,3.4294,8.6395,3,61014,1,2,1,2,1,2
411372707703,Bikash Singh,43,M,Bulandshahr,-2.4211,-4.5217,3,65554,4,3,2,1,2,1
979035203253,Bikash Dwivedi,62,M,Gonda,-2.5873,1.8871,2,35966,3,4,3,4,3,2
487840085305,Pranshu Garg,19,M,Chandauli,6.4867,-9.0701,4,97146,1,2,1,2,3,2
394875178342,Pulkit Kumar,53,M,Prayagraj,5.6481,-8.3396,2,47068,1,2,3,4,3,2
723478511688,Prakhar Sharma,28,M,Faizabad,-3.1127,-0.478,3,60407,1,2,1,2,3,4
125096737979,Khushi Mehtele,40,F,Kanpur,9.1239,-5.6491,3,53611,4,3,2,3,4,3
603758637298,Divyanshi Goswami,46,F,Fatehpur,-5.6362,-5.377,1,6422,4,3,4,3,2,3
715502810917,Ashish Kolte,27,M,Varuna,7.3121,0.0578,3,63804,3,4,3,4,3,2
850581478361,Jamal Kolte,39,M,Shahjahanpur,-1.7938,9.0362,2,28797,4,3,2,3,2,3
720169997653,Rhythm Koshta,74,M,Nawabganj,-4.0578,-8.2045,1,20681,2,1,2,1,2,1
345062004568,Taarak Vashishth,33,M,Mau,-5.1963,8.9802,3,72643,1,2,1,2,1,2
404157028446,Chamanlal Saha,42,M,Gomatin R.,8.4135,1.0794,4,87839,3,2,3,2,3,4
920736569852,Rhitwik Rahi,35,M,Ballia,-6.4995,3.7781,2,40767,2,1,2,1,2,1
788165355651,Parth Sharma,36,M,Amroha,1.6815,-7.3534,2,34908,4,3,4,3,4,3
661676267473,Devraj Basu,14,M,Nihasan,-3.4271,4.5593,4,75050,2,3,2,3,2,1
443752741653,Bikash Satpathy,35,M,Deoria,-1.4195,4.6561,3,63930,1,2,3,2,3,2
323301651388,Aditya Vashishth,43,M,Farrukhabad,9.971,-3.7244,2,27414,3,2,1,2,3,4
319036933987,Rhythm Dadwal,60,M,Bijnor,-4.449,-3.655,2,38424,1,2,1,2,1,2
755741270985,Amol Upadhyay,50,M,Fatehgarh,-2.63,9.9533,1,6667,1,2,1,2,3,2
863617277934,Bikash Sharma,15,M,Amroha,5.1646,-2.793,4,98860,4,3,4,3,4,3
894457682667,Dhairay Shukla,18,M,Phulpur,7.6142,-5.5808,1,14326,4,3,4,3,2,3
553119150691,Rhitwik Tomar,40,M,Orai,0.3557,5.5489,2,31356,4,3,4,3,2,3
734250177660,Mahua Vashishth,32,F,Muzaffarnagar,0.256,-9.5637,1,11523,4,3,2,3,2,3
997232617186,Antara Khan,45,F,Barhaj,-9.0097,2.5468,3,60859,2,1,2,3,4,3
923571686722,Pravat Kolte,71,M,Hamirpur,-9.4191,9.4398,1,19040,3,2,3,4,3,2
855848837017,Ameya Mehtele,27,M,Vrindavan,-9.4028,-8.2143,2,43742,4,3,4,3,4,3
889306515317,Aryan Samota,26,M,Sidhauli,-4.5218,-6.4122,4,79882,3,4,3,4,3,4
961199446264,Pratik Goswami,70,M,Pratapgarh,-4.392,-6.0224,3,60075,3,2,3,4,3,4
172341507900,Pratik Mahajan,55,M,Padrauna,3.0707,1.8586,2,49336,3,2,3,4,3,4
965924759468,Pranshu Upadhyay,39,M,Etawah,-0.5162,6.691,3,55803,2,1,2,1,2,3
810239848504,Mahima Yadav,26,F,Mughal Serai,7.2929,4.9717,1,19187,1,2,3,2,3,4
360029575461,Neha Goyal,62,F,Budaun,6.1038,-4.3658,2,30778,1,2,3,4,3,4
440722742803,Dhairay Nigam,66,M,Machhlishahr,8.4774,7.6064,4,89306,4,3,2,3,2,3
211646054971,Abhik Singh,68,M,Moradabad,0.1998,-3.3408,4,99869,4,3,4,3,4,3
298516755934,Janvi Koshta,29,F,Barabanki,-9.8222,-0.4494,4,78706,1,2,3,2,1,2
453310395014,Parth Lodhi,60,M,Rohikhand,-3.393,4.5558,2,26978,1,2,1,2,3,2
800429873479,Ankit Rathod,58,M,Rohikhand,3.5615,-2.2883,3,59363,1,2,3,4,3,2
128600272243,Dhairay Upadhyay,39,M,Nihasan,4.9814,-9.9211,2,30631,2,1,2,1,2,3
675782985360,Adesh Sharma,27,M,Etah,-1.9547,-4.689,1,22006,3,2,1,2,1,2
937308374053,Neema Bajpeyi,36,F,Chandausi,6.1922,-3.0852,3,64884,4,3,2,3,2,3
148560257215,Devraj Sinha,31,M,Padrauna,2.7511,8.0055,2,43134,4,3,2,1,2,1
570077133265,Arpit Dadwal,36,M,Gonda,-8.9573,-9.2639,3,66589,2,1,2,3,2,1
418760222997,Aryan Basu,30,M,Nihasan,-2.7446,3.8535,3,52477,1,2,1,2,1,2
